Entrada,Salida,Customer,Project,Activity,Description,socio,Duration
2017-12-18 12:00:00,2017-12-18 14:00:00,Bitson,Bitson,Gestión Comercial,"Qualia, doc de requerimientos (no la propuesta)",hbrunacci,0 days 02:00:00.000000000
2017-12-18 11:50:00,2017-12-18 12:28:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 00:38:00.000000000
2017-12-18 11:00:00,2017-12-18 13:00:00,Bitson,Kairos,Desarrollo,,mmesmer,0 days 02:00:00.000000000
2017-12-18 10:00:00,2017-12-18 12:00:00,Bitson,Bitson,Capacitación,landing,acuervo,0 days 02:00:00.000000000
2017-12-18 10:00:00,2017-12-18 13:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,ddebonis,0 days 03:00:00.000000000
2017-12-18 09:57:00,2017-12-18 12:30:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 02:33:00.000000000
2017-12-18 09:30:00,2017-12-18 12:30:00,Andes Líneas Aéreas,Andes,Desarrollo,,abrunacci,0 days 03:00:00.000000000
2017-12-17 23:35:00,2017-12-18 01:29:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:54:00.000000000
2017-12-16 20:00:00,2017-12-16 21:00:00,Bitson,Bitson,Gestión Interna,,mmesmer,0 days 01:00:00.000000000
2017-12-16 00:00:00,2017-12-16 06:00:00,Bitson,Bitson,Licencia Enfermedad,x Matrimonio: desde el 11/12 al 15/12,lcolombo,0 days 06:00:00.000000000
2017-12-15 17:51:00,2017-12-15 18:22:00,Bitson,Bitson,Cursos,,nespino,0 days 00:31:00.000000000
2017-12-15 17:01:00,2017-12-15 17:51:00,Aptage,Aptage,Operativo,,nespino,0 days 00:50:00.000000000
2017-12-15 17:00:00,2017-12-15 18:00:00,Bitson,Bitson,Gestión Interna,ayuda con display de marcoas desoldar i2c,hbrunacci,0 days 01:00:00.000000000
2017-12-15 16:34:00,2017-12-15 17:01:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:27:00.000000000
2017-12-15 16:30:00,2017-12-15 17:00:00,Bitson,Bitson,Gestión Comercial,"Mail para pedir cotizacion de servidores
Lectura y reorganizacion del mismo",hbrunacci,0 days 00:30:00.000000000
2017-12-15 15:12:00,2017-12-15 16:34:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:22:00.000000000
2017-12-15 14:30:00,2017-12-15 17:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 03:00:00.000000000
2017-12-15 14:20:00,2017-12-15 16:55:00,Bitson,Bitson,Capacitación,landing,acuervo,0 days 02:35:00.000000000
2017-12-15 14:08:00,2017-12-15 15:04:00,Aptage,Aptage,Operativo,,nespino,0 days 00:56:00.000000000
2017-12-15 14:00:00,2017-12-15 15:30:00,Bitson,Bitson,Gestión Interna,ayuda a marcas con display de beagle,hbrunacci,0 days 01:30:00.000000000
2017-12-15 13:00:00,2017-12-15 13:30:00,Bitson,Bitson,Gestión Comercial,Venta de equipos 2 para ECSA (Taborda),lcolombo,0 days 00:30:00.000000000
2017-12-15 12:50:00,2017-12-15 13:52:00,ECSA,Beagle SCA,Gestión operativa,Revisión flujo display con @marcosdmydr,nespino,0 days 01:02:00.000000000
2017-12-15 12:07:00,2017-12-15 12:50:00,Aptage,Aptage,Operativo,,nespino,0 days 00:43:00.000000000
2017-12-15 12:00:00,2017-12-15 12:30:00,Bitson,Bitson,Gestion Contable,Estado de cuenta bancaria y gestión.,lcolombo,0 days 00:30:00.000000000
2017-12-15 11:00:00,2017-12-15 14:00:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 03:00:00.000000000
2017-12-15 11:00:00,2017-12-15 11:58:00,Aptage,Aptage,Operativo,,nespino,0 days 00:58:00.000000000
2017-12-15 10:00:00,2017-12-15 14:00:00,Bitson,Bitson,Capacitación,"landing
",acuervo,0 days 04:00:00.000000000
2017-12-15 09:25:00,2017-12-15 11:25:00,Bitson,Bitson,Gestión Interna,Update tareas,lcolombo,0 days 02:00:00.000000000
2017-12-15 09:00:00,2017-12-15 15:30:00,Andes Líneas Aéreas,Andes,Desarrollo,,abrunacci,0 days 06:30:00.000000000
2017-12-15 08:00:00,2017-12-15 15:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,ddebonis,0 days 07:00:00.000000000
2017-12-14 16:32:00,2017-12-14 19:45:00,Aptage,Aptage,Operativo,,nespino,0 days 03:13:00.000000000
2017-12-14 15:20:00,2017-12-14 16:32:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:12:00.000000000
2017-12-14 15:00:00,2017-12-14 18:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 03:30:00.000000000
2017-12-14 13:39:00,2017-12-14 15:20:00,Aptage,Aptage,Operativo,,nespino,0 days 01:41:00.000000000
2017-12-14 12:49:00,2017-12-14 13:39:00,Bitson,Bitson,Cursos,,nespino,0 days 00:50:00.000000000
2017-12-14 12:25:00,2017-12-14 12:49:00,Aptage,Aptage,Operativo,,nespino,0 days 00:24:00.000000000
2017-12-14 12:00:00,2017-12-14 14:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 02:30:00.000000000
2017-12-14 10:30:00,2017-12-14 17:30:00,Andes Líneas Aéreas,Andes,Desarrollo,,abrunacci,0 days 07:00:00.000000000
2017-12-14 10:15:00,2017-12-14 13:30:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:15:00.000000000
2017-12-14 10:00:00,2017-12-14 11:17:00,Bitson,Bitson,Cursos,,nespino,0 days 01:17:00.000000000
2017-12-14 10:00:00,2017-12-14 15:30:00,Bitson,Bitson,Capacitación,landing,acuervo,0 days 05:30:00.000000000
2017-12-14 10:00:00,2017-12-14 13:00:00,Bitson,Bitson,Gestión Comercial,reunion en Roche por tema Qualia,hbrunacci,0 days 03:00:00.000000000
2017-12-14 08:00:00,2017-12-14 15:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,ddebonis,0 days 07:00:00.000000000
2017-12-13 20:00:00,2017-12-13 22:00:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 02:00:00.000000000
2017-12-13 19:27:00,2017-12-13 19:52:00,Aptage,Aptage,Operativo,,nespino,0 days 00:25:00.000000000
2017-12-13 19:00:00,2017-12-13 19:16:00,ECSA,Beagle SCA,Reparación de errores,Revision display con @marcosdmyr,nespino,0 days 00:16:00.000000000
2017-12-13 18:50:00,2017-12-13 19:00:00,Aptage,Aptage,Operativo,,nespino,0 days 00:10:00.000000000
2017-12-13 18:00:00,2017-12-13 19:00:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 01:00:00.000000000
2017-12-13 17:39:00,2017-12-13 18:50:00,Aptage,Aptage,Operativo,,nespino,0 days 01:11:00.000000000
2017-12-13 17:00:00,2017-12-13 17:39:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:39:00.000000000
2017-12-13 15:53:00,2017-12-13 16:25:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:32:00.000000000
2017-12-13 15:30:00,2017-12-13 17:30:00,Bitson,Kairos,Gestión operativa,,mmesmer,0 days 02:00:00.000000000
2017-12-13 15:30:00,2017-12-13 18:00:00,Bitson,Kairos,Gestión operativa,,ddebonis,0 days 02:30:00.000000000
2017-12-13 13:40:00,2017-12-13 15:53:00,Aptage,Aptage,Operativo,,nespino,0 days 02:13:00.000000000
2017-12-13 13:30:00,2017-12-13 15:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 02:00:00.000000000
2017-12-13 13:25:00,2017-12-13 16:00:00,Bitson,Bitson,Capacitación,"landing
",acuervo,0 days 02:35:00.000000000
2017-12-13 12:38:00,2017-12-13 13:03:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:25:00.000000000
2017-12-13 12:25:00,2017-12-13 15:06:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 02:41:00.000000000
2017-12-13 11:47:00,2017-12-13 12:38:00,Aptage,Aptage,Operativo,,nespino,0 days 00:51:00.000000000
2017-12-13 11:30:00,2017-12-13 11:47:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:17:00.000000000
2017-12-13 10:50:00,2017-12-13 12:01:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 01:11:00.000000000
2017-12-13 10:30:00,2017-12-13 17:30:00,Andes Líneas Aéreas,Andes,Desarrollo,,abrunacci,0 days 07:00:00.000000000
2017-12-13 10:15:00,2017-12-13 13:00:00,Bitson,Bitson,Capacitación,landing,acuervo,0 days 02:45:00.000000000
2017-12-13 10:00:00,2017-12-13 13:00:00,Bitson,Bitson,Desarrollo,revisión de problemas de sigas prueba en servidor de Ecsa,hbrunacci,0 days 03:00:00.000000000
2017-12-13 10:00:00,2017-12-13 15:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,ddebonis,0 days 05:00:00.000000000
2017-12-13 09:05:00,2017-12-13 10:30:00,Bitson,Bitson,Cursos,,nespino,0 days 01:25:00.000000000
2017-12-13 01:35:00,2017-12-13 02:00:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:25:00.000000000
2017-12-12 17:30:00,2017-12-12 20:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 03:00:00.000000000
2017-12-12 16:30:00,2017-12-12 17:30:00,Bitson,Kairos,Gestión operativa,,mmesmer,0 days 01:00:00.000000000
2017-12-12 16:23:00,2017-12-12 17:15:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:52:00.000000000
2017-12-12 16:19:00,2017-12-12 16:19:00,Bitson,Bitson,Capacitación,landing,acuervo,0 days 00:00:00.000000000
2017-12-12 15:43:00,2017-12-12 16:23:00,Aptage,Aptage,Operativo,,nespino,0 days 00:40:00.000000000
2017-12-12 14:35:00,2017-12-12 16:40:00,Bitson,Bitson,Capacitación,landing,acuervo,0 days 02:05:00.000000000
2017-12-12 14:30:00,2017-12-12 16:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 02:00:00.000000000
2017-12-12 14:00:00,2017-12-12 15:00:00,Bitson,Bitson,Desarrollo,,ddebonis,0 days 01:00:00.000000000
2017-12-12 12:19:00,2017-12-12 15:15:00,Aptage,Aptage,Operativo,,nespino,0 days 02:56:00.000000000
2017-12-12 11:00:00,2017-12-12 18:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,abrunacci,0 days 07:00:00.000000000
2017-12-12 10:10:00,2017-12-12 14:18:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:08:00.000000000
2017-12-12 10:05:00,2017-12-12 14:05:00,Bitson,Bitson,Capacitación,landing cursos,acuervo,0 days 04:00:00.000000000
2017-12-12 10:01:00,2017-12-12 12:19:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 02:18:00.000000000
2017-12-12 10:00:00,2017-12-12 15:00:00,Bitson,Bitson,Desarrollo,"Pruebas en servidor de exca problemas con repostes, impacto de hora en el server y pruebas de fw rabbit",hbrunacci,0 days 05:00:00.000000000
2017-12-12 08:00:00,2017-12-12 14:00:00,Andes Líneas Aéreas,Andes,Desarrollo,,ddebonis,0 days 06:00:00.000000000
2017-12-12 00:00:00,2017-12-12 00:00:00,Bitson,Bitson,Capacitación,landing,acuervo,0 days 00:00:00.000000000
2017-12-11 21:16:00,2017-12-11 21:53:00,Aptage,Aptage,Operativo,,nespino,0 days 00:37:00.000000000
2017-12-11 21:12:00,2017-12-11 21:16:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:04:00.000000000
2017-12-11 19:00:00,2017-12-11 21:00:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 02:00:00.000000000
2017-12-11 18:56:00,2017-12-11 21:12:00,Aptage,Aptage,Operativo,,nespino,0 days 02:16:00.000000000
2017-12-11 18:27:00,2017-12-11 18:55:00,Bitson,Bitson,Cursos,,nespino,0 days 00:28:00.000000000
2017-12-11 15:40:00,2017-12-11 18:27:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 02:47:00.000000000
2017-12-11 15:02:00,2017-12-11 15:36:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:34:00.000000000
2017-12-11 15:00:00,2017-12-11 15:55:00,Bitson,Bitson,Capacitación,,acuervo,0 days 00:55:00.000000000
2017-12-11 15:00:00,2017-12-11 17:00:00,Bitson,Kairos,Entorno de desarrollo,"no pude hacer andar el front, iremos a devecoop, queda organizar con marcos.",ddebonis,0 days 02:00:00.000000000
2017-12-11 15:00:00,2017-12-11 18:00:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 03:00:00.000000000
2017-12-11 15:00:00,2017-12-11 17:30:00,Andes Líneas Aéreas,Andes,Desarrollo,booking process (acomodando respuesta de availability),abrunacci,0 days 02:30:00.000000000
2017-12-11 14:00:00,2017-12-11 15:00:00,Bitson,Bitson,Gestión Interna,Reunion semanal.,ddebonis,0 days 01:00:00.000000000
2017-12-11 14:00:00,2017-12-11 15:02:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 01:02:00.000000000
2017-12-11 14:00:00,2017-12-11 15:00:00,Bitson,Bitson,Reunion,,acuervo,0 days 01:00:00.000000000
2017-12-11 14:00:00,2017-12-11 15:00:00,Bitson,Bitson,Reunion,Reunion semanal,abrunacci,0 days 01:00:00.000000000
2017-12-11 14:00:00,2017-12-11 15:00:00,Bitson,Bitson,Reunion,,mmesmer,0 days 01:00:00.000000000
2017-12-11 14:00:00,2017-12-11 15:00:00,Bitson,Bitson,Reunion,,hbrunacci,0 days 01:00:00.000000000
2017-12-11 13:26:00,2017-12-11 14:00:00,INFD,INFD (Ministerio de Educación),Gestión Comercial,,nespino,0 days 00:34:00.000000000
2017-12-11 12:30:00,2017-12-11 13:30:00,Bitson,Bitson,Gestión Interna,,mmesmer,0 days 01:00:00.000000000
2017-12-11 11:30:00,2017-12-11 14:00:00,Andes Líneas Aéreas,Andes,Desarrollo,"Desarrollo de form de pago (de momento voy a usar el mismo modelo que almundo, pero como vamos a implementar todo pago, esto puede cambiar en cualquier momento)",ddebonis,0 days 02:30:00.000000000
2017-12-11 11:17:00,2017-12-11 13:26:00,Aptage,Aptage,Gestión Comercial,,nespino,0 days 02:09:00.000000000
2017-12-11 10:35:00,2017-12-11 14:00:00,Bitson,Bitson,Capacitación,"coreccion errores landing bitson
",acuervo,0 days 03:25:00.000000000
2017-12-11 10:30:00,2017-12-11 11:30:00,Bitson,Bitson,Desarrollo,Le explique a male los errores de la web de cursos y le dije que aplique unos cambios a la landing de bitson asi no tenemos el mismo inconveniente,ddebonis,0 days 01:00:00.000000000
2017-12-11 10:30:00,2017-12-11 14:00:00,Andes Líneas Aéreas,Andes,Desarrollo,booking process,abrunacci,0 days 03:30:00.000000000
2017-12-11 10:00:00,2017-12-11 14:00:00,Bitson,Bitson,Desarrollo,"chequeo de fw de rabbit que reportaban con problemas
Reparacion de problemas en los reportes ",hbrunacci,0 days 04:00:00.000000000
2017-12-11 01:02:00,2017-12-11 02:47:00,Aptage,Aptage,Gestión Comercial,,nespino,0 days 01:45:00.000000000
2017-12-10 21:05:00,2017-12-10 21:25:00,Aptage,Aptage,Gestión Comercial,,nespino,0 days 00:20:00.000000000
2017-12-10 17:48:00,2017-12-10 20:45:00,INFD,INFD (Ministerio de Educación),Gestión Comercial,,nespino,0 days 02:57:00.000000000
2017-12-09 15:30:00,2017-12-09 16:55:00,ECSA,Sigas SCA,Soporte Remoto,,abrunacci,0 days 01:25:00.000000000
2017-12-09 00:00:00,2017-12-09 00:00:00,Bitson,Bitson,Licencia Enfermedad,x Matrimonio: desde el 4/12 al 7/12,lcolombo,0 days 00:00:00.000000000
2017-12-08 19:00:00,2017-12-08 22:00:00,Bitson,Bitson,Desarrollo,"Soluciones en las landings de bitson y bitson-cursos, tags mal cerrados, atributos que no correspondian y solucion de estileado.",ddebonis,0 days 03:00:00.000000000
2017-12-08 16:55:00,2017-12-08 19:35:00,INFD,INFD (Ministerio de Educación),Gestión Comercial,,nespino,0 days 02:40:00.000000000
2017-12-08 10:00:00,2017-12-08 17:00:00,Bitson,Bitson,FERIADO,,ddebonis,0 days 07:00:00.000000000
2017-12-07 20:00:00,2017-12-07 21:00:00,Bitson,Bitson,Capacitación,,mmesmer,0 days 01:00:00.000000000
2017-12-07 18:51:00,2017-12-07 19:15:00,INFD,INFD (Ministerio de Educación),Gestión Comercial,,nespino,0 days 00:24:00.000000000
2017-12-07 18:20:00,2017-12-07 18:50:00,Bitson,Bitson,Gestión Comercial,,nespino,0 days 00:30:00.000000000
2017-12-07 16:10:00,2017-12-07 17:15:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:05:00.000000000
2017-12-07 16:07:00,2017-12-07 16:10:00,Aptage,Aptage,Operativo,,nespino,0 days 00:03:00.000000000
2017-12-07 14:32:00,2017-12-07 16:06:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:34:00.000000000
2017-12-07 14:20:00,2017-12-07 16:40:00,Bitson,Bitson,Capacitación,landing cursos,acuervo,0 days 02:20:00.000000000
2017-12-07 14:00:00,2017-12-07 17:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 03:30:00.000000000
2017-12-07 12:50:00,2017-12-07 14:10:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:20:00.000000000
2017-12-07 12:30:00,2017-12-07 12:50:00,Aptage,Aptage,Operativo,,nespino,0 days 00:20:00.000000000
2017-12-07 12:00:00,2017-12-07 15:00:00,Andes Líneas Aéreas,Andes,Desarrollo,Integracion con info de navitaire en websales y resolucion de 2 issues uno en websales con datos numericos y otro con borrado de rotaciones si se agregan este ultimo no termino de definir si es back o front.,ddebonis,0 days 03:00:00.000000000
2017-12-07 11:30:00,2017-12-07 13:30:00,Bitson,Bitson,Presupuesto,,mmesmer,0 days 02:00:00.000000000
2017-12-07 10:30:00,2017-12-07 11:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 01:00:00.000000000
2017-12-07 10:15:00,2017-12-07 15:30:00,Andes Líneas Aéreas,Andes,Desarrollo,,abrunacci,0 days 05:15:00.000000000
2017-12-07 10:10:00,2017-12-07 14:10:00,Bitson,Bitson,Capacitación,terminar propuesta san gennaro / terminar seccion django en landing cursos,acuervo,0 days 04:00:00.000000000
2017-12-07 10:00:00,2017-12-07 19:15:00,Bitson,Bitson,Intercooperativo,Plenario facttic,hbrunacci,0 days 09:15:00.000000000
2017-12-07 09:20:00,2017-12-07 12:16:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 02:56:00.000000000
2017-12-07 08:30:00,2017-12-07 12:00:00,Bitson,Kairos,Entorno de desarrollo,"Segui intentando de implementarlo, fracase, vamos a ver si nos juntamos con Marcos en devecoop para que nos expliquen bien como setear, reglas de negocio y el codigo.",ddebonis,0 days 03:30:00.000000000
2017-12-06 20:45:00,2017-12-06 21:35:00,Aptage,Aptage,Operativo,,nespino,0 days 00:50:00.000000000
2017-12-06 19:51:00,2017-12-06 20:45:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:54:00.000000000
2017-12-06 19:00:00,2017-12-06 20:00:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 01:00:00.000000000
2017-12-06 18:05:00,2017-12-06 19:51:00,Aptage,Aptage,Operativo,,nespino,0 days 01:46:00.000000000
2017-12-06 18:00:00,2017-12-06 18:30:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 00:30:00.000000000
2017-12-06 17:30:00,2017-12-06 18:00:00,Bitson,Bitson,Presupuesto,,mmesmer,0 days 00:30:00.000000000
2017-12-06 17:18:00,2017-12-06 18:05:00,ECSA,Sigas SCA,Desarrollo,,nespino,0 days 00:47:00.000000000
2017-12-06 16:00:00,2017-12-06 17:00:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 01:00:00.000000000
2017-12-06 15:53:00,2017-12-06 17:18:00,Aptage,Aptage,Operativo,,nespino,0 days 01:25:00.000000000
2017-12-06 15:43:00,2017-12-06 15:53:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:10:00.000000000
2017-12-06 15:30:00,2017-12-06 19:00:00,ECSA,Sigas SCA,Desarrollo,Busqueda de errores en registracion de reportes,hbrunacci,0 days 03:30:00.000000000
2017-12-06 14:36:00,2017-12-06 15:43:00,Aptage,Aptage,Operativo,,nespino,0 days 01:07:00.000000000
2017-12-06 14:00:00,2017-12-06 15:30:00,Bitson,Bitson,Gestión Interna,"revision de propuesta San genaro con Male
Revision de Stand Alone con Marcos",hbrunacci,0 days 01:30:00.000000000
2017-12-06 14:00:00,2017-12-06 16:00:00,Bitson,Bitson,Gestión Interna,,mmesmer,0 days 02:00:00.000000000
2017-12-06 13:35:00,2017-12-06 14:36:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:01:00.000000000
2017-12-06 13:20:00,2017-12-06 16:00:00,Bitson,Bitson,Capacitación,landing cursos,acuervo,0 days 02:40:00.000000000
2017-12-06 13:07:00,2017-12-06 13:16:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:09:00.000000000
2017-12-06 11:30:00,2017-12-06 13:30:00,Bitson,Bitson,Capacitación,,mmesmer,0 days 02:00:00.000000000
2017-12-06 11:16:00,2017-12-06 12:39:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 01:23:00.000000000
2017-12-06 11:00:00,2017-12-06 15:00:00,Bitson,Kairos,Desarrollo,"Seteo de entorno de desarrollo, viendo el codigo, y viendo si se puede modificar algo.",ddebonis,0 days 04:00:00.000000000
2017-12-06 10:30:00,2017-12-06 18:00:00,Andes Líneas Aéreas,Andes,Desarrollo,Integracion Api Zeep con Api Websales,abrunacci,0 days 07:30:00.000000000
2017-12-06 10:10:00,2017-12-06 13:00:00,Bitson,Bitson,Capacitación,landing cursos,acuervo,0 days 02:50:00.000000000
2017-12-06 09:20:00,2017-12-06 13:00:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:40:00.000000000
2017-12-06 09:05:00,2017-12-06 10:01:00,INFD,INFD (Ministerio de Educación),Operativo,,nespino,0 days 00:56:00.000000000
2017-12-06 08:00:00,2017-12-06 11:00:00,Andes Líneas Aéreas,Andes,Desarrollo,Algunos ajustes en las pantallas de voucher y scm de reservas. Viendo si se pueden refactorizar algunos componentes.,ddebonis,0 days 03:00:00.000000000
2017-12-05 18:30:00,2017-12-05 21:00:00,ECSA,Beagle SCA,Desarrollo,,mmesmer,0 days 02:30:00.000000000
2017-12-05 15:53:00,2017-12-05 18:12:00,Aptage,Aptage,Operativo,,nespino,0 days 02:19:00.000000000
2017-12-05 15:40:00,2017-12-05 17:00:00,Bitson,Bitson,Capacitación,landing cursos,acuervo,0 days 01:20:00.000000000
2017-12-05 15:00:00,2017-12-05 15:30:00,Bitson,Bitson,Gestión Interna,Charla con Marcos respecto a los proyectos de Qualia y Muchticket para ponerlo en tema,hbrunacci,0 days 00:30:00.000000000
2017-12-05 14:30:00,2017-12-05 17:30:00,Bitson,Kairos,Gestión operativa,,mmesmer,0 days 03:00:00.000000000
2017-12-05 14:00:00,2017-12-05 15:00:00,Bitson,Bitson,Gestión Legal,Busqueda de mails de Imastec y Marco para material de juicios,hbrunacci,0 days 01:00:00.000000000
2017-12-05 13:15:00,2017-12-05 15:40:00,Bitson,Bitson,Capacitación,landing bitson/cursos,acuervo,0 days 02:25:00.000000000
2017-12-05 13:00:00,2017-12-05 14:00:00,Bitson,Bitson,Gestión Interna,,mmesmer,0 days 01:00:00.000000000
2017-12-05 12:39:00,2017-12-05 15:30:00,Aptage,Aptage,Operativo,,nespino,0 days 02:51:00.000000000
2017-12-05 12:30:00,2017-12-05 14:25:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 01:55:00.000000000
2017-12-05 11:30:00,2017-12-05 12:30:00,Bitson,Kairos,Transporte,,mmesmer,0 days 01:00:00.000000000
2017-12-05 11:00:00,2017-12-05 15:00:00,Andes Líneas Aéreas,Andes,Desarrollo,"Andes vouchers, arrancando la maqueta, ya esta subido al gitlab, pude copiar el footer igual falta la parte responsive (que no se hablo en la reunion)",ddebonis,0 days 04:00:00.000000000
