,Entrada,Salida,Customer,Project,Activity,Description,Comentario,socio,Duration
836,2017-05-19 22:50:00,2017-05-19 23:31:00,ECSA,Sigas SGS,Desarrollo,,,nespino,41.0
837,2017-05-19 17:24:00,2017-05-19 18:23:00,ECSA,Sigas SGS,Desarrollo,,,nespino,59.0
838,2017-05-19 15:00:00,2017-05-19 16:00:00,Bitson,Bitson,FIT,,,hbrunacci,60.0
839,2017-05-19 14:10:00,2017-05-19 15:00:00,Kairos - Totem,Osmedica,Reunion,Afinar cuestiones para la propuesta final a Osmedica,,hbrunacci,50.0
840,2017-05-19 13:50:00,2017-05-19 17:00:00,ECSA,Beagle SCA,Operativo,Pruebas con Beagle IoT. Display. COM1. ACG Reader. Modificación de configuraciones y registro en Wiki.,,lcolombo,190.0
841,2017-05-19 13:41:00,2017-05-19 15:41:00,ECSA,Sigas SGS,Desarrollo,,,nespino,120.0
842,2017-05-19 13:00:00,2017-05-19 14:00:00,ECSA,Banfield,Operativo,"Instalar windows 7 en notebook toshiba
- Armar pen drive, comenzar instalación ",,hbrunacci,60.0
843,2017-05-19 12:48:00,2017-05-19 17:53:00,Bitson,Bitson,Gestión Interna,,,cuberti,305.0
844,2017-05-19 12:00:00,2017-05-19 12:15:00,Bitson,Bitson,Gestión Interna,Consulta Tryton SaaS. Archivo Estatuto FACTTIC. Administración GSuite mails bitson.com.ar,,lcolombo,15.0
845,2017-05-19 11:20:00,2017-05-19 11:50:00,Bitson,Bitson,Gestión Comercial,Charla c/@hbrunacci x Kairós y desarrollos p/ECSA.,,lcolombo,30.0
846,2017-05-19 11:00:00,2017-05-19 17:00:00,Bitson,Cromi,Desarrollo,React alta usuario,,ddebonis,360.0
847,2017-05-19 10:00:00,2017-05-19 11:20:00,ECSA,Beagle SCA,Operativo,Desarrollo de new_blades.,,lcolombo,80.0
848,2017-05-19 09:30:00,2017-05-19 11:15:00,ECSA,Sigas SCA,Reunion,"Reunión Con Rodrigo Ojeda
Se hablo sobre la ejecución de la plata depositada
Algunos proyectos a futuro",,hbrunacci,105.0
849,2017-05-19 09:00:00,2017-05-19 11:00:00,Bitson,Cromi,Testing,Pruebas alta usuario,,ddebonis,120.0
850,2017-05-19 09:00:00,2017-05-19 18:00:00,Betterez,Betterez,Desarrollo,,,abrunacci,540.0
851,2017-05-18 17:00:00,2017-05-18 17:45:00,ECSA,Beagle SCA,Operativo,Configurando Beagle con IoT.,,lcolombo,45.0
852,2017-05-18 16:00:00,2017-05-18 17:00:00,Bitson,Bitson,Operativo,Configurando DHCP fijo para Máquinas de Escritorio en Alsina y Beagles.,,lcolombo,60.0
853,2017-05-18 16:00:00,2017-05-18 19:00:00,Betterez,Betterez,Desarrollo,6377,,abrunacci,180.0
854,2017-05-18 15:30:00,2017-05-18 17:00:00,Bitson,Cromi,Desarrollo,"React alta usuario
Fix issue con rutas de DOMI1",,ddebonis,90.0
855,2017-05-18 15:20:00,2017-05-18 16:00:00,Bitson,Bitson,Gestión Interna,Mail a Fer Cantora x Compra de Cheques y Tarjetas de crédito.,,lcolombo,40.0
856,2017-05-18 14:00:00,2017-05-18 15:20:00,Bitson,Bitson,Gestión Interna,Cambio de Consejo de Administración en Credicoop.,,lcolombo,80.0
857,2017-05-18 14:00:00,2017-05-18 15:00:00,Bitson,Bitson,Tramite ,Banco,,abrunacci,60.0
858,2017-05-18 14:00:00,2017-05-18 16:10:00,Bitson,Bitson,Gestión Comercial,"Mail a Ojeda con varios puntos
Costos Kairos",,hbrunacci,130.0
859,2017-05-18 13:30:00,2017-05-18 15:30:00,Bitson,Bitson,Gestión Interna,Credicoop,,ddebonis,120.0
860,2017-05-18 13:20:00,2017-05-18 14:00:00,Bitson,Bitson,Almuerzo,,,hbrunacci,40.0
861,2017-05-18 12:15:00,2017-05-18 14:16:00,Bitson,Bitson,Gestión Interna,,,cuberti,121.0
862,2017-05-18 11:00:00,2017-05-18 12:15:00,Bitson,Bitson,Gestión Interna,"Banco Credicoop - papeles 
Papeles legal
Pago de servicios
",,cuberti,75.0
863,2017-05-18 10:00:00,2017-05-18 12:45:00,Bitson,Bitson,Gestión Comercial,"Contacto con EXO, Busqueda de Soluciones para Kairos
Domi/Cromi
Editorial X
Manos a la Obra
Maquinas LaTAVA
",,hbrunacci,165.0
864,2017-05-18 09:30:00,2017-05-18 12:00:00,ECSA,Beagle SCA,Operativo,Cliente de prueba. Separando en clases.,,lcolombo,150.0
865,2017-05-18 09:00:00,2017-05-18 13:30:00,Bitson,Cromi,Desarrollo,React alta usuario,,ddebonis,270.0
866,2017-05-18 09:00:00,2017-05-18 13:00:00,Betterez,Betterez,Desarrollo,6377,,abrunacci,240.0
867,2017-05-18 00:05:00,2017-05-18 01:30:00,ECSA,Beagle SCA,Operativo,Probando sockets. Armando clases.,,lcolombo,85.0
868,2017-05-17 22:30:00,2017-05-17 00:05:00,ECSA,Beagle SCA,Operativo,Probando imágenes (IoT vs LX). Escribiendo Wiki de cómo flashear la Beagle.,,lcolombo,-1345.0
869,2017-05-17 22:00:00,2017-05-17 22:15:00,ECSA,Beagle SCA,Operativo,Prueba con aplicación gráfica de Fedora.,,lcolombo,15.0
870,2017-05-17 19:40:00,2017-05-17 20:40:00,ECSA,Beagle SCA,Operativo,Flasheando Beagle con imagen IoT,,lcolombo,60.0
871,2017-05-17 18:10:00,2017-05-17 18:45:00,ECSA,Beagle SCA,Operativo,Flasheando una Beagle.,,lcolombo,35.0
872,2017-05-17 17:35:00,2017-05-17 18:10:00,ECSA,Beagle SCA,Operativo,Máquina de Estados y Sockets. Revisión con @abrunacci,,lcolombo,35.0
873,2017-05-17 17:10:00,2017-05-17 17:35:00,Bitson,Bitson,Gestión Interna,"Papeles necesarios para el cambio de autoridades en el Credicoop.
Libro de Actas de Asambleas.
Libro de Actas de Consejo.
Copia del Balance Certificado por el Colegio de Económicas.
DDJJ de IVA de Ene/17 hasta Abr/17.",,lcolombo,25.0
874,2017-05-17 16:48:00,2017-05-17 19:44:00,ECSA,Sigas SGS,Desarrollo,,,nespino,176.0
875,2017-05-17 16:17:00,2017-05-17 16:33:00,ECSA,Sigas SGS,Desarrollo,,,nespino,16.0
876,2017-05-17 15:37:00,2017-05-17 15:56:00,ECSA,Sigas SGS,Desarrollo,,,nespino,19.0
877,2017-05-17 15:02:00,2017-05-17 15:28:00,ECSA,Sigas SGS,Desarrollo,,,nespino,26.0
878,2017-05-17 14:38:00,2017-05-17 14:54:00,ECSA,Sigas SGS,Desarrollo,,,nespino,16.0
879,2017-05-17 14:25:00,2017-05-17 17:10:00,Bitson,Cromi,Operativo,"Pruebas en DEV, alta de cliente y envío de mail.
Cambio de password inicial en el alta de cliente y antes de la confirmación del mail.",,lcolombo,165.0
880,2017-05-17 14:10:00,2017-05-17 14:25:00,Bitson,Cromi,Operativo,PUT /register/owner & PUT /register/owner/<user_id>,,lcolombo,15.0
881,2017-05-17 14:08:00,2017-05-17 14:27:00,ECSA,Sigas SGS,Desarrollo,,,nespino,19.0
882,2017-05-17 14:00:00,2017-05-17 17:00:00,Bitson,Cromi,Desarrollo,Alta usuario,,ddebonis,180.0
883,2017-05-17 14:00:00,2017-05-17 16:20:00,Kairos - Totem,Osmedica,Reunion,Reunion Demo de producto con el Cliente,,hbrunacci,140.0
884,2017-05-17 13:50:00,2017-05-17 14:10:00,Bitson,Cromi,Operativo,POST /register/owner,,lcolombo,20.0
885,2017-05-17 13:30:00,2017-05-17 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,30.0
886,2017-05-17 11:30:00,2017-05-17 14:00:00,Kairos - Totem,Osmedica,Testing,Reunión de Testing y ajuste de detalles Devecoop,,hbrunacci,150.0
887,2017-05-17 10:45:00,2017-05-17 11:15:00,Bitson,Cromi,Operativo,GET /auth/admins for ROOT. Deployed on DEV.,,lcolombo,30.0
888,2017-05-17 10:20:00,2017-05-17 11:20:00,Bitson,Manos a la obra,Completar Requerimientos,Impresión y modificación de formularios faltantes que no estaban el la carpeta compartida. (cuberti),,hbrunacci,60.0
889,2017-05-17 10:15:00,2017-05-17 16:00:00,Bitson,Bitson,Gestión Interna,"Kairos
Cromi
Manos a la obra
Facturas",,cuberti,345.0
890,2017-05-17 10:05:00,2017-05-17 10:15:00,Bitson,Bitson,Gestión Comercial,"Llamado telefónico R. Ojeda.
Se coordina reunión para le dia Viernes 19 Zona Nuñez.",,hbrunacci,10.0
891,2017-05-17 10:00:00,2017-05-17 10:45:00,Bitson,Cromi,Operativo,Login for Root. Deployed on Develop.,,lcolombo,45.0
892,2017-05-17 10:00:00,2017-05-17 18:30:00,Betterez,Betterez,Desarrollo,6377,,abrunacci,510.0
893,2017-05-17 09:45:00,2017-05-17 10:05:00,Bitson,Bitson,Testing,Maquina personal colgada,,hbrunacci,20.0
894,2017-05-17 08:00:00,2017-05-17 13:30:00,Bitson,Cromi,Desarrollo,Alta usuario,,ddebonis,330.0
895,2017-05-17 05:30:00,2017-05-17 07:30:00,Bitson,Manos a la obra,Completar Requerimientos,"Revision de documentacion.
Ajuste de detalles 
Acabado del Doc historial de desarrollo
Corrección de planilla de tiempos estimados
Búsqueda de Formularios actualizados faltantes. 
 ",,hbrunacci,120.0
896,2017-05-16 18:45:00,2017-05-16 20:20:00,ECSA,Beagle SCA,Operativo,Análisis de comunicación Controlador/Molinete.,,lcolombo,95.0
897,2017-05-16 17:30:00,2017-05-16 18:45:00,CoopeViajes,CostaCrucerosWS,Presupuesto,Redacción de presupuesto.,,lcolombo,75.0
898,2017-05-16 17:00:00,2017-05-16 17:30:00,Bitson,Bitson,Gestión Interna,Ejecución de retiros 2da semana de mayo.,,lcolombo,30.0
899,2017-05-16 16:30:00,2017-05-16 17:00:00,Bitson,Cromi,Desarrollo,,,ddebonis,30.0
900,2017-05-16 16:30:00,2017-05-16 17:00:00,Bitson,Cromi,Operativo,Coordinación de funcionalidad de Alta de Cliente con @ddebonis.,,lcolombo,30.0
901,2017-05-16 15:00:00,2017-05-16 16:30:00,Bitson,Bitson,Gestión Interna,,,ddebonis,90.0
902,2017-05-16 14:50:00,2017-05-16 16:30:00,Bitson,Bitson,Reunion,Reunión semanal.,,lcolombo,100.0
903,2017-05-16 14:45:00,2017-05-16 16:27:00,Bitson,Bitson,Gestión Interna,,,nespino,102.0
904,2017-05-16 14:30:00,2017-05-16 14:50:00,CoopeViajes,CostaCrucerosWS,Presupuesto,Envío de mail a la lista de trabajos.,,lcolombo,20.0
905,2017-05-16 14:30:00,2017-05-16 16:30:00,Bitson,Bitson,Reunion,,,hbrunacci,120.0
906,2017-05-16 13:50:00,2017-05-16 14:30:00,Bitson,Bitson,Gestión Interna,Setup Oficina. Retiros semanales c/@cuberti.,,lcolombo,40.0
907,2017-05-16 13:30:00,2017-05-16 15:00:00,Bitson,Bitson,Capacitación,,,ddebonis,90.0
908,2017-05-16 13:30:00,2017-05-16 17:50:00,Bitson,Bitson,Gestión Interna,,,cuberti,260.0
909,2017-05-16 13:00:00,2017-05-16 13:30:00,Bitson,Bitson,Almuerzo,,,ddebonis,30.0
910,2017-05-16 11:50:00,2017-05-16 14:15:00,Kairos - Totem,Osmedica,Testing,Mantenimiento del totem para demo - Ploteo en negro,,hbrunacci,145.0
911,2017-05-16 10:30:00,2017-05-16 11:00:00,Bitson,Bitson,Gestión Interna,Ajuste Plantilla Retiros & Presupuestos.,,lcolombo,30.0
912,2017-05-16 10:20:00,2017-05-16 11:50:00,Bitson,Bitson,Transporte,de vicente lópez a Devecoop,,hbrunacci,90.0
913,2017-05-16 10:00:00,2017-05-16 18:00:00,Betterez,Betterez,Desarrollo,"6377
",,abrunacci,480.0
914,2017-05-16 09:00:00,2017-05-16 13:00:00,Bitson,Bitson,Capacitación,React,,ddebonis,240.0
915,2017-05-16 08:30:00,2017-05-16 10:20:00,Bitson,Bitson,Gestión Comercial,Reunión en Camara Empresaria Vicente Lopez,,hbrunacci,110.0
916,2017-05-16 06:30:00,2017-05-16 07:30:00,Bitson,Bitson,Completar Requerimientos,Manos a la Obra - Ensamblado de documento pedido por ministerio,,hbrunacci,60.0
917,2017-05-15 20:40:00,2017-05-15 21:12:00,ECSA,Sigas SGS,Operativo,MercadoPago not working damn,,nespino,32.0
918,2017-05-15 16:35:00,2017-05-15 17:35:00,Bitson,Bitson,Gestión Comercial,"Hangout con Gaby de Unixono
Se mostró lo hecho en SGS, 
Se acordó seguir las charla con la federación bahiense de basquet 
Por parte de Bitson empezar a pensar cuanto sale hacer de nuevo SGS.",,hbrunacci,60.0
919,2017-05-15 16:00:00,2017-05-15 17:00:00,Bitson,Bitson,Operativo,Nfc-reader,,ddebonis,60.0
920,2017-05-15 15:50:00,2017-05-15 16:25:00,Kairos - Totem,Registro,Presupuesto,Presupuesto OT 43 con @nespino y @ddebonis.,,lcolombo,35.0
921,2017-05-15 15:00:00,2017-05-15 16:00:00,Bitson,Bitson,Presupuesto,Coopeviajes,,ddebonis,60.0
922,2017-05-15 15:00:00,2017-05-15 15:50:00,CoopeViajes,CostaCrucerosWS,Presupuesto,Presupuesto OT44 con @nespino y @ddebonis.,,lcolombo,50.0
923,2017-05-15 15:00:00,2017-05-15 15:45:00,Bitson,Bitson,Presupuesto,,,nespino,45.0
924,2017-05-15 14:20:00,2017-05-15 15:00:00,CoopeViajes,CostaCrucerosWS,Presupuesto,Leyendo documentación del proyecto.,,lcolombo,40.0
